City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
106,Miraflores,19.2167,-98.8083,15.02,90,100,1.17,MX,2022-08-09 02:02:15
107,Honiara,-9.4333,159.95,29.18,69,64,2.23,SB,2022-08-09 02:02:15
108,Yellowknife,62.456,-114.3525,13.76,77,98,2.62,CA,2022-08-09 02:00:18
109,Skjervoy,70.0311,20.9714,7.0,73,100,4.73,NO,2022-08-09 02:02:16
110,Kapit,2.0167,112.9333,26.94,84,99,1.24,MY,2022-08-09 02:02:17
111,San Quintin,30.4833,-115.95,22.88,76,8,5.57,MX,2022-08-09 02:02:17
112,Tambura,5.6,27.4667,19.81,95,41,1.1,SS,2022-08-09 02:02:18
113,Labuhan,-6.8844,112.2051,28.75,63,5,3.67,ID,2022-08-09 02:02:19
114,Nantucket,41.2835,-70.0995,26.11,90,0,6.17,US,2022-08-09 02:02:19
115,Mungaoli,24.4167,78.1,27.12,78,100,3.65,IN,2022-08-09 02:02:19
116,Geraldton,-28.7667,114.6,11.23,87,75,9.77,AU,2022-08-09 02:02:21
117,Acari,-15.4311,-74.6158,17.92,71,18,1.58,PE,2022-08-09 02:02:21
118,Hoshcha,50.6003,26.6744,16.95,69,100,2.26,UA,2022-08-09 02:02:22
119,Walvis Bay,-22.9575,14.5053,11.16,76,35,0.84,NA,2022-08-09 02:02:22
120,Talnakh,69.4865,88.3972,18.45,87,45,1.49,RU,2022-08-09 02:02:23
121,Coalinga,36.1397,-120.3602,33.14,31,1,1.93,US,2022-08-09 02:02:23
122,Khotynets,53.1286,35.3966,14.83,98,69,2.58,RU,2022-08-09 02:02:24
123,Terney,45.0503,136.6092,24.82,46,0,2.95,RU,2022-08-09 02:02:24
124,Kupang,-10.1667,123.5833,29.68,58,77,4.97,ID,2022-08-09 02:02:25
125,Inyonga,-6.7167,32.0667,15.03,49,17,2.02,TZ,2022-08-09 02:02:25
126,Saldanha,-33.0117,17.9442,12.31,83,0,3.19,ZA,2022-08-09 02:02:26
127,Maposeni,-10.5833,35.4,12.68,71,0,0.82,TZ,2022-08-09 02:02:26
128,Wielun,51.221,18.5696,14.73,69,13,1.99,PL,2022-08-09 02:02:27
129,Esperance,-33.8667,121.9,12.75,69,43,7.31,AU,2022-08-09 02:02:28
130,Kavieng,-2.5744,150.7967,28.74,70,20,4.5,PG,2022-08-09 02:02:28
131,Hagere Selam,6.4833,38.5167,9.53,96,100,0.74,ET,2022-08-09 02:02:29
132,Newcastle,-32.9272,151.7765,13.21,94,75,3.6,AU,2022-08-09 02:02:29
133,Bagdarin,54.4333,113.6,14.42,52,70,6.17,RU,2022-08-09 02:02:30
134,Quang Ngai,15.1167,108.8,24.31,95,100,2.26,VN,2022-08-09 02:01:50
135,Sechura,-5.5569,-80.8222,17.09,80,5,5.83,PE,2022-08-09 02:02:31
136,Bethel,41.3712,-73.414,27.71,78,78,3.39,US,2022-08-09 02:03:32
137,Coahuayana,18.7333,-103.6833,26.5,84,100,1.04,MX,2022-08-09 02:03:32
138,Amapa,1.0,-52.0,22.02,91,76,1.25,BR,2022-08-09 02:03:33
139,Ribeira Grande,38.5167,-28.7,23.38,78,3,5.28,PT,2022-08-09 02:03:33
140,Saskylakh,71.9167,114.0833,17.34,61,20,5.71,RU,2022-08-09 02:03:33
141,Lethem,3.3803,-59.7968,26.78,69,77,2.21,GY,2022-08-09 02:03:34
142,Ponta Do Sol,32.6667,-17.1,22.06,80,0,2.16,PT,2022-08-09 02:03:34
143,Irbeyskoye,55.6428,95.4522,20.01,60,60,2.54,RU,2022-08-09 02:03:35
144,Shimoda,34.6667,138.95,33.95,75,90,6.41,JP,2022-08-09 02:03:35
145,Saint George,37.1041,-113.5841,38.68,22,0,7.2,US,2022-08-09 02:00:23
146,Kununurra,-15.7667,128.7333,30.99,25,3,4.63,AU,2022-08-09 02:03:36
147,Alta Floresta,-9.8756,-56.0861,22.68,75,2,1.63,BR,2022-08-09 02:03:37
148,Lasa,46.6166,10.7002,16.31,84,0,1.08,IT,2022-08-09 02:03:37
149,Mar Del Plata,-38.0023,-57.5575,10.61,88,100,1.34,AR,2022-08-09 02:01:06
150,Sioux Lookout,50.1001,-91.917,18.73,67,0,3.24,CA,2022-08-09 02:00:30
151,Necochea,-38.5473,-58.7368,8.51,57,100,2.79,AR,2022-08-09 02:03:38
152,Setermoen,68.861,18.3486,11.35,87,100,0.45,NO,2022-08-09 02:03:39
153,Nago,26.5881,127.9761,32.47,72,23,3.14,JP,2022-08-09 02:03:39
154,Harper,4.375,-7.7169,23.29,84,98,4.36,LR,2022-08-09 02:03:39
155,Seoul,37.5683,126.9778,25.78,94,100,2.57,KR,2022-08-09 01:58:52
156,Peniche,39.3558,-9.3811,19.5,89,6,1.85,PT,2022-08-09 02:03:42
157,Lavrentiya,65.5833,-171.0,7.15,77,42,6.34,RU,2022-08-09 02:03:43
158,Bac Lieu,9.285,105.7244,25.48,84,100,4.36,VN,2022-08-09 02:03:43
159,Torbay,47.6666,-52.7314,15.88,87,100,3.58,CA,2022-08-09 02:00:30
160,Brive-La-Gaillarde,45.25,1.5,19.35,15,35,1.45,FR,2022-08-09 02:03:44
161,Kaitangata,-46.2817,169.8464,7.25,58,31,5.58,NZ,2022-08-09 02:03:45
162,Constitucion,-35.3333,-72.4167,8.77,85,1,2.84,CL,2022-08-09 02:00:56
163,Red Bluff,40.1785,-122.2358,36.4,11,0,5.26,US,2022-08-09 01:59:40
164,Rabo De Peixe,37.8,-25.5833,20.73,88,75,1.54,PT,2022-08-09 02:03:45
165,Pontes E Lacerda,-15.2261,-59.3353,20.9,92,62,1.08,BR,2022-08-09 02:03:46
166,Yumen,40.2833,97.2,22.86,52,76,8.4,CN,2022-08-09 02:03:46
167,Isangel,-19.55,169.2667,24.88,78,62,5.16,VU,2022-08-09 02:03:47
168,Varnamo,57.186,14.04,11.26,94,12,1.16,SE,2022-08-09 02:03:47
169,Ancud,-41.8697,-73.8203,7.9,84,100,2.54,CL,2022-08-09 02:03:47
170,Baiquan,47.5833,126.0833,21.9,45,1,7.39,CN,2022-08-09 02:03:48
171,Gawler,-34.6,138.7333,17.76,53,46,4.39,AU,2022-08-09 02:03:48
172,Omsukchan,62.5333,155.8,22.64,46,99,4.05,RU,2022-08-09 02:03:49
173,Hermanus,-34.4187,19.2345,12.67,81,3,2.04,ZA,2022-08-09 02:03:49
174,Hasaki,35.7333,140.8333,34.05,72,96,10.65,JP,2022-08-09 02:03:50
175,Longview,32.5007,-94.7405,33.14,49,34,3.42,US,2022-08-09 02:00:18
176,Cabo San Lucas,22.8909,-109.9124,31.4,73,90,3.27,MX,2022-08-09 02:00:00
177,Jijiga,9.35,42.8,18.77,60,100,7.6,ET,2022-08-09 02:03:50
178,Victoria,22.2855,114.1577,28.51,87,100,11.62,HK,2022-08-09 02:01:57
179,Kahului,20.8947,-156.47,31.01,48,20,10.8,US,2022-08-09 02:03:51
180,Tautira,-17.7333,-149.15,23.79,66,44,4.75,PF,2022-08-09 02:03:52
181,Sakakah,29.9697,40.2064,33.8,27,3,5.32,SA,2022-08-09 02:04:52
182,Long Xuyen,10.3833,105.4167,27.97,81,100,4.62,VN,2022-08-09 02:04:52
183,Champerico,14.3,-91.9167,27.46,76,100,1.89,GT,2022-08-09 02:04:53
184,Nyurba,63.2842,118.3319,18.19,69,100,3.29,RU,2022-08-09 02:04:53
185,Schneeberg,50.6,12.6333,12.08,63,0,1.3,DE,2022-08-09 02:04:54
186,Alice Springs,-23.7,133.8833,18.75,19,5,5.14,AU,2022-08-09 02:04:54
187,Soyo,-6.1349,12.3689,20.04,93,98,2.42,AO,2022-08-09 02:04:54
188,Aswan,24.0934,32.907,31.47,25,14,4.0,EG,2022-08-09 02:04:55
189,Hassleholm,56.1591,13.7664,11.31,95,2,0.96,SE,2022-08-09 02:04:55
190,Deputatskiy,69.3,139.9,16.71,67,87,1.2,RU,2022-08-09 02:04:56
191,Bat Yam,32.0231,34.7503,25.06,79,0,2.57,IL,2022-08-09 02:04:56
192,Coihaique,-45.5752,-72.0662,4.34,75,75,1.03,CL,2022-08-09 02:04:57
193,Keffi,8.8486,7.8736,21.88,97,100,1.43,NG,2022-08-09 02:04:57
194,Mazatlan,23.2167,-106.4167,31.06,79,100,0.89,MX,2022-08-09 01:59:58
195,Nemuro,43.3236,145.575,20.58,93,100,7.4,JP,2022-08-09 02:05:00
196,Yen Bai,21.7,104.8667,28.94,78,20,1.16,VN,2022-08-09 02:02:56
197,Nanortalik,60.1432,-45.2371,5.47,95,7,3.39,GL,2022-08-09 02:05:01
198,Ardatov,55.2421,43.097,16.43,80,14,2.02,RU,2022-08-09 02:05:01
199,Macusani,-14.0833,-70.4333,1.12,84,62,1.79,PE,2022-08-09 02:05:02
200,Stuttgart,48.7823,9.177,17.03,72,0,0.51,DE,2022-08-09 02:05:02
201,Ritchie,-29.038,24.6028,9.3,70,93,3.09,ZA,2022-08-09 02:05:03
202,Krasnoselkup,65.7,82.4667,23.42,61,0,4.58,RU,2022-08-09 02:05:04
203,Vostok,46.4856,135.8833,21.1,43,0,5.2,RU,2022-08-09 02:05:04
204,Galesong,-5.3166,119.3661,27.01,70,99,0.77,ID,2022-08-09 02:05:05
205,Strathpeffer,57.588,-4.5382,16.28,88,100,1.98,GB,2022-08-09 02:05:05
206,Verkhnyaya Inta,65.9811,60.3094,14.43,72,99,4.81,RU,2022-08-09 02:05:06
207,Abu Dhabi,24.4667,54.3667,34.06,56,0,1.54,AE,2022-08-09 02:05:06
208,Husavik,66.0449,-17.3389,12.36,74,100,8.08,IS,2022-08-09 02:05:07
209,Corinto,37.9407,22.9573,27.72,52,0,5.64,GR,2022-08-09 02:04:42
210,Umarkhed,19.6,77.7,22.83,94,100,5.15,IN,2022-08-09 02:04:43
211,Penzance,50.1186,-5.5371,16.38,80,7,5.64,GB,2022-08-09 02:05:08
212,Aykhal,66.0,111.5,13.43,65,20,2.56,RU,2022-08-09 02:05:08
213,Vao,-22.6667,167.4833,20.37,60,51,8.04,NC,2022-08-09 02:05:08
214,Berlevag,70.8578,29.0864,10.0,87,100,2.06,NO,2022-08-09 02:05:09
215,Port Elizabeth,-33.918,25.5701,12.95,99,100,0.45,ZA,2022-08-09 02:03:20
216,Severo-Kurilsk,50.6789,156.125,13.26,95,100,9.0,RU,2022-08-09 02:05:10
217,Ipixuna,-1.7625,-48.8043,23.74,92,37,1.61,BR,2022-08-09 02:05:11
218,Hualmay,-11.0964,-77.6139,16.49,83,29,4.71,PE,2022-08-09 02:05:11
219,Tevriz,57.509,72.4042,16.98,69,90,2.16,RU,2022-08-09 02:05:12
220,Bandarbeyla,9.4942,50.8122,25.06,68,76,12.04,SO,2022-08-09 02:05:12
221,Kailaras,26.3167,77.6167,29.97,70,100,3.85,IN,2022-08-09 02:05:14
222,Lagoa,39.05,-27.9833,22.79,79,3,6.05,PT,2022-08-09 02:06:18
223,Bathsheba,13.2167,-59.5167,28.34,83,40,8.23,BB,2022-08-09 02:06:19
224,Mecca,21.4267,39.8261,29.9,71,90,1.41,SA,2022-08-09 02:06:20
225,Kawhia,-38.0651,174.8183,14.41,69,100,1.42,NZ,2022-08-09 02:06:24
226,Alyangula,-13.8483,136.4192,26.54,55,100,6.17,AU,2022-08-09 02:06:25
227,Hovd,48.0056,91.6419,20.72,39,100,0.72,MN,2022-08-09 02:06:25
228,Wanaka,-44.7,169.15,2.11,75,86,0.45,NZ,2022-08-09 02:06:26
229,Siteki,-26.45,31.95,12.42,86,1,2.31,SZ,2022-08-09 02:06:26
230,Acapulco,16.8634,-99.8901,28.9,70,100,2.06,MX,2022-08-09 02:06:27
231,Tuktoyaktuk,69.4541,-133.0374,13.83,60,85,5.34,CA,2022-08-09 02:06:27
232,Fort Nelson,58.8053,-122.7002,20.91,39,4,1.73,CA,2022-08-09 02:06:29
233,Pocatello,42.8713,-112.4455,30.95,16,0,0.0,US,2022-08-09 02:02:58
234,Adrar,20.5022,-10.0711,36.11,16,23,3.11,MR,2022-08-09 02:06:29
235,Khanpur,28.6453,70.6567,34.2,53,62,1.42,PK,2022-08-09 02:06:30
236,Saint-Augustin,51.226,-58.6502,13.68,67,100,1.21,CA,2022-08-09 02:06:30
237,Cooma,-36.2333,149.1333,8.12,60,54,2.8,AU,2022-08-09 02:06:31
238,Lagos,6.5833,3.75,23.26,86,100,2.78,NG,2022-08-09 02:02:04
239,Luderitz,-26.6481,15.1594,11.9,87,47,2.38,NA,2022-08-09 02:06:31
240,Cherskiy,68.75,161.3,20.56,27,100,7.84,RU,2022-08-09 02:06:32
241,Garissa,-0.4536,39.6401,21.3,82,69,7.47,KE,2022-08-09 02:06:32
242,Chokurdakh,70.6333,147.9167,20.89,43,65,2.08,RU,2022-08-09 02:06:33
243,Castro,-24.7911,-50.0119,14.27,98,100,3.8,BR,2022-08-09 02:06:33
244,Egvekinot,66.3167,-179.1667,8.52,46,3,2.71,RU,2022-08-09 02:06:34
245,Narsaq,60.9167,-46.05,8.12,85,51,1.07,GL,2022-08-09 02:06:34
246,Kuybyshevo,47.8123,38.9073,22.02,31,0,2.67,RU,2022-08-09 02:06:35
247,Katsuura,35.1333,140.3,30.01,75,86,9.73,JP,2022-08-09 02:06:35
248,Kaeo,-35.1,173.7833,15.18,83,7,2.13,NZ,2022-08-09 02:03:27
249,San Policarpo,12.1791,125.5072,28.73,70,69,1.17,PH,2022-08-09 02:06:36
250,Kapoeta,4.7717,33.5903,21.82,87,95,1.93,SS,2022-08-09 02:06:36
251,Yinchuan,38.4681,106.2731,25.25,54,45,5.96,CN,2022-08-09 02:06:37
252,Camana,-16.6228,-72.7111,15.69,80,35,4.28,PE,2022-08-09 02:06:37
253,Sandpoint,48.2766,-116.5533,31.9,36,0,0.0,US,2022-08-09 02:06:38
254,Arraial Do Cabo,-22.9661,-42.0278,21.43,86,100,3.43,BR,2022-08-09 02:06:38
255,Senneterre,48.3835,-77.2328,10.53,96,96,3.65,CA,2022-08-09 02:06:38
256,Santa Maria,-29.6842,-53.8069,12.53,87,100,4.55,BR,2022-08-09 02:06:39
257,Tuatapere,-46.1333,167.6833,6.1,57,5,2.46,NZ,2022-08-09 02:06:39
258,Baykit,61.67,96.37,16.66,70,99,0.76,RU,2022-08-09 02:06:40
259,Camacha,33.0833,-16.3333,19.68,83,40,6.17,PT,2022-08-09 02:06:40
260,Leningradskiy,69.3833,178.4167,4.74,74,57,2.2,RU,2022-08-09 02:06:41
261,Asau,46.4333,26.4,18.51,87,4,1.5,RO,2022-08-09 02:06:41
262,Verkhnyaya Toyma,62.2349,44.9985,12.29,77,100,0.92,RU,2022-08-09 02:06:42
263,Scarborough,54.2797,-0.4044,12.73,87,5,1.6,GB,2022-08-09 02:02:08
264,Parabel,58.6978,81.4825,17.65,62,14,2.7,RU,2022-08-09 02:06:42
265,Mayo,38.8876,-76.5119,29.51,92,46,3.58,US,2022-08-09 02:06:43
266,Vardo,70.3705,31.1107,9.99,81,100,3.09,NO,2022-08-09 02:06:43
267,Jabinyanah,35.035,10.9081,27.54,72,0,2.77,TN,2022-08-09 02:07:44
268,Bouna,9.2667,-3.0,21.98,84,93,2.22,CI,2022-08-09 02:07:44
269,Bilma,18.6853,12.9164,29.88,47,68,5.1,NE,2022-08-09 02:07:45
270,Leh,34.1667,77.5833,17.43,57,36,3.0,IN,2022-08-09 02:07:45
271,Nikolskoye,59.7035,30.7861,12.67,96,71,0.1,RU,2022-08-09 02:07:46
272,Provideniya,64.3833,-173.3,12.06,58,40,6.0,RU,2022-08-09 02:07:46
273,Sawakin,19.1059,37.3321,32.16,54,85,2.42,SD,2022-08-09 02:07:47
274,Tibu,8.639,-72.7358,23.73,96,54,1.26,CO,2022-08-09 02:07:47
275,Aitape,-3.1374,142.3475,28.4,75,62,3.59,PG,2022-08-09 02:07:48
276,Kudahuvadhoo,2.6708,72.8944,27.59,76,100,4.56,MV,2022-08-09 02:07:48
277,Aylesbury,51.8167,-0.8146,16.99,89,0,1.27,GB,2022-08-09 02:07:48
278,Tilichiki,60.4667,166.1,16.87,65,7,3.31,RU,2022-08-09 02:07:49
279,East London,-33.0153,27.9116,15.78,82,23,2.5,ZA,2022-08-09 02:07:49
280,Lokosovo,61.1333,74.8167,21.19,65,0,2.02,RU,2022-08-09 02:07:50
281,Pangnirtung,66.1451,-65.7125,6.91,79,59,1.13,CA,2022-08-09 02:07:50
282,Grand Gaube,-20.0064,57.6608,18.54,78,4,8.22,MU,2022-08-09 02:07:51
283,Westport,41.1415,-73.3579,28.75,85,0,3.58,US,2022-08-09 02:05:42
284,Mitsamiouli,-11.3847,43.2844,23.62,66,98,2.21,KM,2022-08-09 02:07:51
285,Sorland,67.667,12.6934,12.92,96,100,12.72,NO,2022-08-09 02:07:52
286,Orikum,40.3253,19.4714,25.43,73,4,2.75,AL,2022-08-09 02:07:52
287,Antofagasta,-23.65,-70.4,12.6,70,42,1.86,CL,2022-08-09 02:05:46
288,Seymchan,62.8833,152.4333,26.33,40,3,5.52,RU,2022-08-09 02:07:53
289,Kreminna,49.0495,38.2179,20.84,38,5,2.12,UA,2022-08-09 02:07:53
290,Pangai,-19.8,-174.35,25.53,80,0,6.65,TO,2022-08-09 02:07:54
291,Gazojak,41.1875,61.4036,25.21,31,57,3.13,TM,2022-08-09 02:07:54
292,Yabelo,4.8833,38.0833,14.28,66,72,2.36,ET,2022-08-09 02:07:17
293,Gat,31.61,34.7642,24.38,70,0,1.01,IL,2022-08-09 02:07:55
294,Odesskoye,54.2111,72.9651,16.58,82,87,5.18,RU,2022-08-09 02:07:56
295,Senador Jose Porfirio,-2.5908,-51.9542,24.8,71,37,1.01,BR,2022-08-09 02:07:56
